P_bar,T_K,K_CO2,K_H2O
272.7586206896552,335.29411764705884,41.77352472053526,0.010157519671644492
272.7586206896552,337.3529411764706,41.938635331584976,0.010618760185370994
272.7586206896552,339.4117647058823,42.08654450506962,0.011097146004366462
272.7586206896552,341.47058823529414,42.21772363952632,0.011593354622231612
272.7586206896552,343.52941176470586,42.33263743295243,0.012108103204532076
272.7586206896552,345.5882352941176,42.43174247990068,0.012642149758538203
272.7586206896552,347.6470588235294,42.51548606973341,0.013196294022848479
272.7586206896552,349.70588235294116,42.584305186712875,0.013771378051602808
272.7586206896552,351.7647058823529,42.638625710085286,0.014368286476482039
272.7586206896552,353.8235294117647,42.67886180837995,0.014987946470046632
272.7586206896552,355.88235294117646,42.70541552815382,0.01563132723710183
272.7586206896552,357.94117647058823,42.718676549143034,0.016299439475848186
272.7586206896552,360.0,42.71902211655315,0.01699333428239454
278.2758620689655,290.0,32.80975360563827,0.003367828981273009
278.2758620689655,292.05882352941177,33.45329087608452,0.0035664490734751463
278.2758620689655,294.11764705882354,34.07232110106699,0.00377377807542622
278.2758620689655,296.1764705882353,34.666816687092805,0.003990066854118333
278.2758620689655,298.2352941176471,35.23680342993198,0.00421557202241371
278.2758620689655,300.29411764705884,35.782358138978005,0.00445055657883768
278.2758620689655,302.3529411764706,36.30360600238059,0.00469529063076993
278.2758620689655,304.4117647058824,36.800717747492826,0.0049500522208768185
278.2758620689655,306.47058823529414,37.27390664663381,0.0052151282201886705
278.2758620689655,308.52941176470586,37.723425408511275,0.005490815362595276
278.2758620689655,310.5882352941176,38.14956299562072,0.005777421354588607
278.2758620689655,312.6470588235294,38.552641399573574,0.006075266104876898
278.2758620689655,314.70588235294116,38.933012404445336,0.006384683060918232
278.2758620689655,316.7647058823529,39.29105436397782,0.006706020662096559
278.2758620689655,318.8235294117647,39.62716901779541,0.007039643857861253
278.2758620689655,320.88235294117646,39.94177836302135,0.007385935798862521
278.2758620689655,322.94117647058823,40.23532160534242,0.007745299548557214
278.2758620689655,325.0,40.50825220230045,0.0081181599046143
278.2758620689655,327.05882352941177,40.76103501531876,0.008504965275241394
278.2758620689655,329.11764705882354,40.994143583851134,0.00890618959647645
278.2758620689655,331.1764705882353,41.20805753402926,0.009322334266496568
278.2758620689655,333.2352941176471,41.40326013303746,0.009753930069310822
278.2758620689655,335.29411764705884,41.580235999375574,0.010201539056939166
278.2758620689655,337.3529411764706,41.739468978083025,0.010665756356538963
278.2758620689655,339.4117647058823,41.8814401888618,0.01114721186722173
278.2758620689655,341.47058823529414,42.00662625379053,0.011646571810721125
278.2758620689655,343.52941176470586,42.115497709929606,0.012164540100853095
